model_id,source_node,source_type,target_node,target_type,condition
doc-3.6,not,Condition Specification,informed,Activity,
doc-3.6,informed,Activity,the claimant,Actor,
doc-3.6,informed,Activity,the claim must be rejected,Activity Data,
doc-3.6,Otherwise,XOR Gateway,evaluated,Activity,conditional
doc-3.6,evaluated,Activity,the severity of the claim,Activity Data,
doc-3.6,evaluated,Activity,sent,Activity,
doc-3.6,sent,Activity,relevant forms,Activity Data,
doc-3.6,sent,Activity,the claimant,Actor,
doc-3.6,sent,Activity,returned,Activity,
doc-3.6,returned,Activity,the forms,Activity Data,
doc-3.6,returned,Activity,checked,Activity,
doc-3.6,checked,Activity,they,Activity Data,
doc-3.6,checked,Activity,for completeness,Further Specification,
doc-3.6,checked,Activity,If,XOR Gateway,
doc-3.6,If,XOR Gateway,the forms provide all relevant details,Condition Specification,conditional
doc-3.6,If,XOR Gateway,Otherwise,XOR Gateway,
doc-3.6,the forms provide all relevant details,Condition Specification,registered,Activity,
doc-3.6,registered,Activity,the claim,Activity Data,
doc-3.6,registered,Activity,in the Claims Management system,Further Specification,
doc-3.6,Otherwise,XOR Gateway,informed,Activity,conditional
doc-3.6,informed,Activity,returned,Activity,
doc-3.6,informed,Activity,the claimant,Actor,
doc-3.6,informed,Activity,to update the forms,Further Specification,
doc-9.4,finalized,Activity,the dates,Activity Data,
doc-9.4,finalized,Activity,the Coordination Unit,Actor,
doc-9.4,finalized,Activity,updates,Activity,
doc-9.4,updates,Activity,the Support Officer,Actor,
doc-9.4,updates,Activity,all group calendars,Activity Data,
doc-9.4,updates,Activity,creates,Activity,
doc-9.4,creates,Activity,the Support Officer,Actor,
doc-9.4,creates,Activity,meeting folders for each meeting,Activity Data,
doc-9.4,creates,Activity,ensures,Activity,
doc-9.4,ensures,Activity,the Support Officer,Actor,
doc-9.4,ensures,Activity,all appropriate documents are uploaded to system,Activity Data,
doc-9.4,ensures,Activity,advised,Activity,
doc-9.4,advised,Activity,Committee Members,Actor,
doc-9.4,advised,Activity,to read all related documents,Activity Data,
doc-9.4,advised,Activity,hold,Activity,
doc-9.4,hold,Activity,The Committee Members,Actor,
doc-9.4,hold,Activity,their meeting,Activity Data,
doc-9.4,hold,Activity,produces,Activity,
doc-9.4,produces,Activity,the Support Office,Actor,
doc-9.4,produces,Activity,minutes,Activity Data,
doc-9.4,produces,Activity,conduct,Activity,
doc-9.4,conduct,Activity,the Coordination Unit,Actor,
doc-9.4,conduct,Activity,a QA check on the minutes,Activity Data,
doc-9.4,conduct,Activity,sent,Activity,
doc-9.4,sent,Activity,the Coordination Unit,Actor,
doc-9.4,sent,Activity,which,Activity Data,
doc-9.4,sent,Activity,all Committee Members,Actor,
doc-9.4,sent,Activity,updates,Activity,
doc-9.4,updates,Activity,The Support Officer,Actor,
doc-9.4,updates,Activity,all departmental records,Activity Data,
doc-9.3,drafts,Activity,the Coordination Unit at the Town Planning Authority,Actor,
doc-9.3,drafts,Activity,a schedule of meetings,Activity Data,
doc-9.3,drafts,Activity,adds,Activity,
doc-9.3,adds,Activity,the Coordination Unit at the Town Planning Authority,Actor,
doc-9.3,adds,Activity,draft dates,Activity Data,
doc-9.3,adds,Activity,checks,Activity,
doc-9.3,checks,Activity,The Support Officer,Actor,
doc-9.3,checks,Activity,the dates,Activity Data,
doc-9.3,checks,Activity,suggests,Activity,
doc-9.3,suggests,Activity,The Support Officer,Actor,
doc-9.3,suggests,Activity,modifications,Activity Data,
doc-9.3,suggests,Activity,rechecks,Activity,
doc-9.3,rechecks,Activity,The Coordination Unit,Actor,
doc-9.3,rechecks,Activity,all dates,Activity Data,
doc-9.3,rechecks,Activity,looks for,Activity,
doc-9.3,looks for,Activity,The Coordination Unit,Actor,
doc-9.3,looks for,Activity,potential conflicts,Activity Data,
doc-9.3,looks for,Activity,sent,Activity,
doc-9.3,sent,Activity,The final schedule of meeting dates,Activity Data,
doc-9.3,sent,Activity,all the independent Committee Members,Actor,
doc-9.3,sent,Activity,by email,Further Specification,
doc-9.3,sent,Activity,check,Activity,
doc-9.3,check,Activity,who,Actor,
doc-9.3,check,Activity,their diaries,Activity Data,
doc-9.3,check,Activity,advise,Activity,
doc-9.3,advise,Activity,who,Actor,
doc-9.3,advise,Activity,the Coordination Unit,Actor,
doc-9.3,advise,Activity,of any conflicts,Activity Data,
doc-7.1,checks,Activity,the Manager,Actor,
doc-7.1,checks,Activity,the open leads,Activity Data,
doc-7.1,checks,Activity,selects,Activity,
doc-7.1,selects,Activity,he,Actor,
doc-7.1,selects,Activity,the top five ones,Activity Data,
doc-7.1,selects,Activity,tells,Activity,
doc-7.1,tells,Activity,He,Actor,
doc-7.1,tells,Activity,Sales Assistant,Actor,
doc-7.1,tells,Activity,to call the contact person of the leads,Activity Data,
doc-7.1,tells,Activity,calls,Activity,
doc-7.1,calls,Activity,The Sales Assistant,Actor,
doc-7.1,calls,Activity,each customer,Activity Data,
doc-7.1,calls,Activity,If,XOR Gateway,
doc-7.1,If,XOR Gateway,someone is interested,Condition Specification,conditional
doc-7.1,If,XOR Gateway,Otherwise,XOR Gateway,
doc-7.1,someone is interested,Condition Specification,sends,Activity,
doc-7.1,sends,Activity,he,Actor,
doc-7.1,sends,Activity,a note,Activity Data,
doc-7.1,sends,Activity,the Manager,Actor,
doc-7.1,sends,Activity,processes,Activity,
doc-7.1,processes,Activity,The Manager,Actor,
doc-7.1,processes,Activity,the lead,Activity Data,
doc-7.1,Otherwise,XOR Gateway,calls,Activity,conditional
doc-7.1,calls,Activity,he,Actor,
doc-7.1,calls,Activity,the next customer,Activity Data,
doc-8.2,reported,Activity,a vacancy,Activity Data,
doc-8.2,reported,Activity,me,Actor,
doc-8.2,reported,Activity,create,Activity,
doc-8.2,create,Activity,I,Actor,
doc-8.2,create,Activity,a job description from the information,Activity Data,
doc-8.2,create,Activity,Sometimes,XOR Gateway,
doc-8.2,Sometimes,XOR Gateway,there is still confusion in the message,Condition Specification,conditional
doc-8.2,Sometimes,XOR Gateway,submitting,Activity,conditional
doc-8.2,there is still confusion in the message,Condition Specification,ask,Activity,
doc-8.2,ask,Activity,I,Actor,
doc-8.2,ask,Activity,the Department,Actor,
doc-8.2,ask,Activity,submitting,Activity,
doc-8.2,submitting,Activity,I,Actor,
doc-8.2,submitting,Activity,the job description,Activity Data,
doc-8.2,submitting,Activity,waiting,Activity,
doc-8.2,waiting,Activity,I,Actor,
doc-8.2,waiting,Activity,the approval,Activity Data,
doc-8.2,waiting,Activity,it can also happen that,XOR Gateway,
doc-8.2,it can also happen that,XOR Gateway,the department does not approve it,Condition Specification,conditional
doc-8.2,it can also happen that,XOR Gateway,If,XOR Gateway,conditional
doc-8.2,the department does not approve it,Condition Specification,requests,Activity,
doc-8.2,requests,Activity,the Department,Actor,
doc-8.2,requests,Activity,a correction,Activity Data,
doc-8.2,requests,Activity,correct,Activity,
doc-8.2,correct,Activity,I,Actor,
doc-8.2,correct,Activity,the description,Activity Data,
doc-8.2,correct,Activity,submit,Activity,
doc-8.2,submit,Activity,I,Actor,
doc-8.2,submit,Activity,it,Activity Data,
doc-8.2,submit,Activity,If,XOR Gateway,
doc-8.2,If,XOR Gateway,the description is finally approved,Condition Specification,conditional
doc-8.2,the description is finally approved,Condition Specification,post,Activity,
doc-8.2,post,Activity,I,Actor,
doc-8.2,post,Activity,the job,Activity Data,
doc-10.14,If,XOR Gateway,sends,Activity,conditional
doc-10.14,If,XOR Gateway,If,XOR Gateway,
doc-10.14,sends,Activity,the MPOO,Actor,
doc-10.14,sends,Activity,the bill for the temporary continuation of the metering point operations,Activity Data,
doc-10.14,sends,Activity,the GO,Actor,
doc-10.14,sends,Activity,examines,Activity,
doc-10.14,examines,Activity,the GO,Actor,
doc-10.14,examines,Activity,the bill,Activity Data,
doc-10.14,examines,Activity,or,XOR Gateway,
doc-10.14,If,XOR Gateway,sends,Activity,conditional
doc-10.14,If,XOR Gateway,If,XOR Gateway,
doc-10.14,sends,Activity,the MSPO,Actor,
doc-10.14,sends,Activity,the bill for the temporary continuation of the measurement,Activity Data,
doc-10.14,sends,Activity,the GO,Actor,
doc-10.14,sends,Activity,examines,Activity,
doc-10.14,examines,Activity,the GO,Actor,
doc-10.14,examines,Activity,the bill,Activity Data,
doc-10.14,examines,Activity,or,XOR Gateway,
doc-10.14,If,XOR Gateway,sends,Activity,conditional
doc-10.14,If,XOR Gateway,If,XOR Gateway,
doc-10.14,sends,Activity,the MSPO,Actor,
doc-10.14,sends,Activity,the bill for additional readings,Activity Data,
doc-10.14,sends,Activity,the GO,Actor,
doc-10.14,sends,Activity,examines,Activity,
doc-10.14,examines,Activity,the GO,Actor,
doc-10.14,examines,Activity,the bill,Activity Data,
doc-10.14,examines,Activity,or,XOR Gateway,
doc-10.14,If,XOR Gateway,sends,Activity,conditional
doc-10.14,sends,Activity,the MPOO,Actor,
doc-10.14,sends,Activity,the bill for the equipment acquisition,Activity Data,
doc-10.14,sends,Activity,the MPON or the GO,Actor,
doc-10.14,sends,Activity,examines,Activity,
doc-10.14,examines,Activity,the MPON or the GO,Actor,
doc-10.14,examines,Activity,the bill,Activity Data,
doc-10.14,examines,Activity,or,XOR Gateway,
doc-10.14,confirms,Activity,The GO or the MPON,Actor,
doc-10.14,confirms,Activity,the invoice with payment advice,Activity Data,
doc-10.14,confirms,Activity,the MPOO or the MSPO,Actor,
doc-10.14,or,XOR Gateway,confirms,Activity,conditional
doc-10.14,or,XOR Gateway,rejects,Activity,conditional
doc-10.14,rejects,Activity,the GO or the MPON,Actor,
doc-10.14,rejects,Activity,the invoice of the MPOO or the MSPO,Activity Data,
doc-8.3,detected,Activity,I,Actor,
doc-8.3,detected,Activity,a number of personnel requirements,Activity Data,
doc-8.3,detected,Activity,report,Activity,
doc-8.3,report,Activity,I,Actor,
doc-8.3,report,Activity,the vacancy,Activity Data,
doc-8.3,report,Activity,the Personnel Department,Actor,
doc-8.3,report,Activity,get,Activity,
doc-8.3,get,Activity,I,Actor,
doc-8.3,get,Activity,the job description for review,Activity Data,
doc-8.3,get,Activity,Under certain circumstances,XOR Gateway,
doc-8.3,advertized,Activity,it,Activity Data,
doc-8.3,Under certain circumstances,XOR Gateway,ask,Activity,conditional
doc-8.3,Under certain circumstances,XOR Gateway,otherwise,XOR Gateway,
doc-8.3,ask,Activity,get,Activity,
doc-8.3,ask,Activity,I,Actor,
doc-8.3,ask,Activity,corrections,Activity Data,
doc-8.3,otherwise,XOR Gateway,approve,Activity,conditional
doc-8.3,approve,Activity,advertized,Activity,
doc-8.3,approve,Activity,I,Actor,
doc-8.3,approve,Activity,the job description,Activity Data,
doc-6.3,get,Activity,a new order,Activity Data,
doc-6.3,get,Activity,the sales department,Actor,
doc-6.3,get,Activity,determines,Activity,
doc-6.3,determines,Activity,one of my masters,Actor,
doc-6.3,determines,Activity,the necessary parts and quantities as well as the delivery date,Activity Data,
doc-6.3,determines,Activity,entered,Activity,
doc-6.3,entered,Activity,it,Activity Data,
doc-6.3,entered,Activity,creates,Activity,
doc-6.3,creates,Activity,it,Actor,
doc-6.3,creates,Activity,a list of parts,Activity Data,
doc-6.3,creates,Activity,transferred,Activity,
doc-6.3,transferred,Activity,the data,Activity Data,
doc-6.3,transferred,Activity,manually,Further Specification,
doc-6.3,transferred,Activity,or,XOR Gateway,
doc-6.3,any parts are missing,Condition Specification,procured,Activity,
doc-6.3,procured,Activity,we,Actor,
doc-6.3,procured,Activity,receive,Activity,
doc-6.3,or,XOR Gateway,any parts are missing,Condition Specification,conditional
doc-6.3,or,XOR Gateway,receive,Activity,conditional
doc-6.3,receive,Activity,we,Actor,
doc-6.3,receive,Activity,a notice,Activity Data,
doc-6.3,receive,Activity,the system,Actor,
doc-6.3,receive,Activity,takes care,Activity,
doc-6.3,takes care,Activity,an employee,Actor,
doc-6.3,takes care,Activity,the implementation,Activity Data,
doc-6.3,takes care,Activity,checked,Activity,
doc-6.3,checked,Activity,the order,Activity Data,
doc-6.3,checked,Activity,for its quality,Further Specification,
doc-10.6,sents,Activity,The MSPN,Actor,
doc-10.6,sents,Activity,a dismissal,Activity Data,
doc-10.6,sents,Activity,the MSPO,Actor,
doc-10.6,sents,Activity,reviews,Activity,
doc-10.6,reviews,Activity,The MSPO,Actor,
doc-10.6,reviews,Activity,the dismissal,Activity Data,
doc-10.6,reviews,Activity,or,XOR Gateway,
doc-10.6,rejects,Activity,The MSPO,Actor,
doc-10.6,rejects,Activity,the dismissal of the MSPN,Activity Data,
doc-10.6,or,XOR Gateway,rejects,Activity,conditional
doc-10.6,or,XOR Gateway,confirms,Activity,conditional
doc-10.6,confirms,Activity,The MSPO,Actor,
doc-10.6,confirms,Activity,the dismissal of the MSPN,Activity Data,
doc-10.9,request,Activity,The SP / PU / GO,Actor,
doc-10.9,request,Activity,changes,Activity Data,
doc-10.9,request,Activity,the MPO,Actor,
doc-10.9,request,Activity,reviews,Activity,
doc-10.9,or,XOR Gateway,request,Activity,conditional
doc-10.9,or,XOR Gateway,causes,Activity,conditional
doc-10.9,causes,Activity,the MPO,Actor,
doc-10.9,causes,Activity,a change,Activity Data,
doc-10.9,causes,Activity,reviews,Activity,
doc-10.9,reviews,Activity,The MPO,Actor,
doc-10.9,reviews,Activity,the change request,Activity Data,
doc-10.9,reviews,Activity,or,XOR Gateway,
doc-10.9,rejects,Activity,The MPO,Actor,
doc-10.9,rejects,Activity,the change of the measuring point by the SP / PU / GO,Activity Data,
doc-10.9,or,XOR Gateway,rejects,Activity,conditional
doc-10.9,or,XOR Gateway,confirmes,Activity,conditional
doc-10.9,confirmes,Activity,the MPO,Actor,
doc-10.9,confirmes,Activity,the request of the SP / PU / GO,Activity Data,
doc-10.9,confirmes,Activity,performs,Activity,
doc-10.9,performs,Activity,The MPO,Actor,
doc-10.9,performs,Activity,the measuring point change,Activity Data,
doc-10.9,performs,Activity,or,XOR Gateway,
doc-10.9,reports,Activity,The MPO,Actor,
doc-10.9,reports,Activity,the implementation,Activity Data,
doc-10.9,reports,Activity,the SP / PU / GO,Actor,
doc-10.9,or,XOR Gateway,reports,Activity,conditional
doc-10.9,or,XOR Gateway,notifies,Activity,conditional
doc-10.9,notifies,Activity,The MPO,Actor,
doc-10.9,notifies,Activity,the SP / PU / GO,Actor,
doc-10.9,notifies,Activity,about the failure of the changes,Activity Data,
doc-1.3,calls,Activity,a guest,Actor,
doc-1.3,calls,Activity,room service,Actor,
doc-1.3,calls,Activity,takes down,Activity,
doc-1.3,takes down,Activity,the room-service manager,Actor,
doc-1.3,takes down,Activity,the order,Activity Data,
doc-1.3,takes down,Activity,submits,Activity,
doc-1.3,submits,Activity,She,Actor,
doc-1.3,submits,Activity,an order ticket,Activity Data,
doc-1.3,submits,Activity,the kitchen,Actor,
doc-1.3,submits,Activity,to begin preparing the food,Further Specification,
doc-1.3,submits,Activity,gives,Activity,
doc-1.3,gives,Activity,She,Actor,
doc-1.3,gives,Activity,an order,Activity Data,
doc-1.3,gives,Activity,the sommelier,Actor,
doc-1.3,gives,Activity,to fetch wine from the cellar and to prepare any other alcoholic beverages,Further Specification,
doc-1.3,gives,Activity,assigns,Activity,
doc-1.3,assigns,Activity,she,Actor,
doc-1.3,assigns,Activity,the order,Activity Data,
doc-1.3,assigns,Activity,the waiter,Actor,
doc-1.3,assigns,Activity,While,AND Gateway,
doc-1.3,While,AND Gateway,doing,Activity,conditional
doc-1.3,While,AND Gateway,readies,Activity,conditional
doc-1.3,doing,Activity,the kitchen,Actor,
doc-1.3,doing,Activity,the sommelier,Actor,
doc-1.3,doing,Activity,their tasks,Activity Data,
doc-1.3,doing,Activity,delivers,Activity,
doc-1.3,readies,Activity,the waiter,Actor,
doc-1.3,readies,Activity,a cart,Activity Data,
doc-1.3,readies,Activity,delivers,Activity,
doc-1.3,delivers,Activity,the waiter,Actor,
doc-1.3,delivers,Activity,it,Activity Data,
doc-1.3,delivers,Activity,the guest ’ s room,Actor,
doc-1.3,delivers,Activity,returning,Activity,
doc-1.3,returning,Activity,to the room-service station,Further Specification,
doc-1.3,returning,Activity,the waiter,Actor,
doc-1.3,returning,Activity,the guest ’ s account,Activity Data,
doc-1.3,returning,Activity,if,XOR Gateway,
doc-1.3,debits,Activity,the waiter,Actor,
doc-1.3,debits,Activity,the guest ’ s account,Activity Data,
doc-1.3,wait,Activity,The waiter,Actor,
doc-1.3,wait,Activity,to do the billing,Activity Data,
doc-1.3,if,XOR Gateway,debits,Activity,conditional
doc-1.3,if,XOR Gateway,he has another order to prepare or deliver,Condition Specification,conditional
doc-1.3,he has another order to prepare or deliver,Condition Specification,wait,Activity,
doc-2.2,transmits,Activity,the customer,Actor,
doc-2.2,transmits,Activity,his data,Activity Data,
doc-2.2,transmits,Activity,the customer service department,Actor,
doc-2.2,transmits,Activity,received,Activity,
doc-2.2,received,Activity,The customer data,Activity Data,
doc-2.2,received,Activity,customer service,Actor,
doc-2.2,received,Activity,entered,Activity,
doc-2.2,entered,Activity,customer service,Actor,
doc-2.2,entered,Activity,a customer data object,Activity Data,
doc-2.2,entered,Activity,into the CRM system,Further Specification,
doc-2.2,entered,Activity,compared,Activity,
doc-2.2,compared,Activity,it,Activity Data,
doc-2.2,compared,Activity,the internal customer data base,Activity Data,
doc-2.2,compared,Activity,checked,Activity,
doc-2.2,checked,Activity,it,Activity Data,
doc-2.2,checked,Activity,for completeness and plausibility,Further Specification,
doc-2.2,checked,Activity,In case of,XOR Gateway,
doc-2.2,In case of,XOR Gateway,any errors,Condition Specification,conditional
doc-2.2,In case of,XOR Gateway,In case,XOR Gateway,conditional
doc-2.2,any errors,Condition Specification,corrected,Activity,
doc-2.2,corrected,Activity,these,Activity Data,
doc-2.2,corrected,Activity,In case,XOR Gateway,
doc-2.2,In case,XOR Gateway,the customer does not exist in the customer data base,Condition Specification,conditional
doc-2.2,In case,XOR Gateway,check,Activity,conditional
doc-2.2,the customer does not exist in the customer data base,Condition Specification,created,Activity,
doc-2.2,created,Activity,a new customer object,Activity Data,
doc-2.2,created,Activity,prepare,Activity,
doc-2.2,prepare,Activity,the contract documents for the power supplier switch,Activity Data,
doc-2.2,prepare,Activity,check,Activity,
doc-2.2,check,Activity,the contract documents,Activity Data,
doc-2.2,check,Activity,the CIS,Actor,
doc-2.2,check,Activity,In case of,XOR Gateway,
doc-2.2,In case of,XOR Gateway,a negative response,Condition Specification,conditional
doc-2.2,In case of,XOR Gateway,In case of,XOR Gateway,
doc-2.2,a negative response,Condition Specification,analyzed,Activity,
doc-2.2,analyzed,Activity,the causing issues,Activity Data,
doc-2.2,analyzed,Activity,resolved,Activity,
doc-2.2,resolved,Activity,the causing issues,Activity Data,
doc-2.2,resolved,Activity,generated,Activity,
doc-2.2,generated,Activity,check,Activity,
doc-2.2,generated,Activity,the contract documents,Activity Data,
doc-2.2,In case of,XOR Gateway,a positive response,Condition Specification,conditional
doc-2.2,a positive response,Condition Specification,sent out,Activity,
doc-2.2,sent out,Activity,a confirmation document,Activity Data,
doc-2.2,sent out,Activity,the customer,Actor,
doc-2.2,sent out,Activity,sent out,Activity,
doc-2.2,sent out,Activity,A request,Activity Data,
doc-2.2,sent out,Activity,the grid operator,Actor,
doc-2.2,sent out,Activity,the CIS,Actor,
doc-2.2,sent out,Activity,checked,Activity,
doc-2.2,checked,Activity,The switch-over request,Activity Data,
doc-2.2,checked,Activity,the grid operator,Actor,
doc-2.2,checked,Activity,transmits,Activity,
doc-2.2,transmits,Activity,the grid operator,Actor,
doc-2.2,transmits,Activity,a response comment,Activity Data,
doc-2.2,transmits,Activity,In the case of,XOR Gateway,
doc-2.2,In the case of,XOR Gateway,supplier concurrence,Condition Specification,conditional
doc-2.2,In the case of,XOR Gateway,If,XOR Gateway,
doc-2.2,supplier concurrence,Condition Specification,inform,Activity,
doc-2.2,inform,Activity,the grid operator,Actor,
doc-2.2,inform,Activity,all involved suppliers,Actor,
doc-2.2,inform,Activity,demand,Activity,
doc-2.2,demand,Activity,the grid operator,Actor,
doc-2.2,demand,Activity,the resolution of the conflict,Activity Data,
doc-2.2,demand,Activity,communicates,Activity,
doc-2.2,communicates,Activity,The grid operator,Actor,
doc-2.2,communicates,Activity,the old supplier,Actor,
doc-2.2,communicates,Activity,carries out,Activity,
doc-2.2,carries out,Activity,The grid operator,Actor,
doc-2.2,carries out,Activity,the termination of the sales agreement,Activity Data,
doc-2.2,If,XOR Gateway,there are not any objections by the grid operator,Condition Specification,conditional
doc-2.2,there are not any objections by the grid operator,Condition Specification,creates,Activity,
doc-2.2,creates,Activity,customer service,Actor,
doc-2.2,creates,Activity,a CIS contract,Activity Data,
doc-2.2,creates,Activity,check,Activity,
doc-2.2,check,Activity,The customer,Actor,
doc-2.2,check,Activity,the contract details,Activity Data,
doc-2.2,check,Activity,either,XOR Gateway,
doc-2.2,either,XOR Gateway,withdraw,Activity,conditional
doc-2.2,either,XOR Gateway,or,XOR Gateway,conditional
doc-2.2,either,XOR Gateway,or,XOR Gateway,
doc-2.2,withdraw,Activity,the switch contract,Activity Data,
doc-2.2,or,XOR Gateway,confirm,Activity,conditional
doc-2.2,confirm,Activity,it,Activity Data,
doc-2.2,confirm,Activity,transmits,Activity,
doc-2.2,transmits,Activity,the grid operator,Actor,
doc-2.2,transmits,Activity,the power meter data,Activity Data,
doc-2.2,transmits,Activity,the customer service,Actor,
doc-2.2,transmits,Activity,the old supplier,Actor,
doc-2.2,transmits,Activity,via messages containing a services consumption report,Further Specification,
doc-2.2,transmits,Activity,At the same time,AND Gateway,
doc-2.2,At the same time,AND Gateway,transmits,Activity,conditional
doc-2.2,At the same time,AND Gateway,computes,Activity,conditional
doc-2.2,At the same time,AND Gateway,creates,Activity,conditional
doc-2.2,computes,Activity,the grid operator,Actor,
doc-2.2,computes,Activity,the final billing,Activity Data,
doc-2.2,computes,Activity,sends,Activity,
doc-2.2,sends,Activity,the grid operator,Actor,
doc-2.2,sends,Activity,it,Activity Data,
doc-2.2,sends,Activity,the old supplier,Actor,
doc-2.2,sends,Activity,receiving,Activity,
doc-2.2,creates,Activity,the old supplier,Actor,
doc-2.2,creates,Activity,sends,Activity,
doc-2.2,creates,Activity,the final billing,Activity Data,
doc-2.2,sends,Activity,the old supplier,Actor,
doc-2.2,sends,Activity,the final billing,Activity Data,
doc-2.2,sends,Activity,the customer,Actor,
doc-2.2,sends,Activity,receiving,Activity,
doc-2.2,receiving,Activity,the meter data,Activity Data,
doc-2.2,receiving,Activity,customer service,Actor,
doc-2.2,receiving,Activity,imports,Activity,
doc-2.2,imports,Activity,customer service,Actor,
doc-2.2,imports,Activity,the meter data,Activity Data,
doc-5.3,submits,Activity,any employee,Actor,
doc-5.3,submits,Activity,an office supply request,Activity Data,
doc-5.3,submits,Activity,registered,Activity,
doc-5.3,registered,Activity,the requirement,Activity Data,
doc-5.3,registered,Activity,received,Activity,
doc-5.3,received,Activity,the request,Activity Data,
doc-5.3,received,Activity,the immediate supervisor of the employee,Actor,
doc-5.3,received,Activity,"approve or ask for a change , or reject",Activity,
doc-5.3,"approve or ask for a change , or reject",Activity,The supervisor,Actor,
doc-5.3,"approve or ask for a change , or reject",Activity,the request,Activity Data,
doc-5.3,"approve or ask for a change , or reject",Activity,If,XOR Gateway,
doc-5.3,If,XOR Gateway,the request is rejected,Condition Specification,conditional
doc-5.3,If,XOR Gateway,If,XOR Gateway,
doc-5.3,the request is rejected,Condition Specification,send,Activity,
doc-5.3,If,XOR Gateway,the request is asked to make a change,Condition Specification,conditional
doc-5.3,If,XOR Gateway,If,XOR Gateway,
doc-5.3,the request is asked to make a change,Condition Specification,returned,Activity,
doc-5.3,the request is asked to make a change,Condition Specification,send,Activity,
doc-5.3,returned,Activity,it,Activity Data,
doc-5.3,returned,Activity,the petitioner / employee,Actor,
doc-5.3,returned,Activity,review,Activity,
doc-5.3,review,Activity,who,Actor,
doc-5.3,review,Activity,the comments for the change request,Activity Data,
doc-5.3,If,XOR Gateway,the request is approved,Condition Specification,conditional
doc-5.3,the request is approved,Condition Specification,go,Activity,
doc-5.3,the request is approved,Condition Specification,send,Activity,
doc-5.3,go,Activity,it,Activity Data,
doc-5.3,go,Activity,the purchase department,Actor,
doc-5.3,go,Activity,making,Activity,
doc-5.3,making,Activity,the purchase department,Actor,
doc-5.3,making,Activity,quotations,Activity Data,
doc-5.3,making,Activity,select,Activity,
doc-5.3,select,Activity,the purchase department,Actor,
doc-5.3,select,Activity,a vendor,Activity Data,
doc-5.3,select,Activity,If,XOR Gateway,
doc-5.3,If,XOR Gateway,the vendor is not valid in the system,Condition Specification,conditional
doc-5.3,If,XOR Gateway,selected,Activity,conditional
doc-5.3,the vendor is not valid in the system,Condition Specification,choose,Activity,
doc-5.3,choose,Activity,the purchase department,Actor,
doc-5.3,choose,Activity,a different vendor,Activity Data,
doc-5.3,choose,Activity,selected,Activity,
doc-5.3,selected,Activity,the purchase department,Actor,
doc-5.3,selected,Activity,a vendor,Activity Data,
doc-5.3,selected,Activity,confirmed,Activity,
doc-5.3,confirmed,Activity,the purchase department,Actor,
doc-5.3,confirmed,Activity,a vendor,Activity Data,
doc-5.3,confirmed,Activity,generate,Activity,
doc-5.3,generate,Activity,the system,Actor,
doc-5.3,generate,Activity,send,Activity,
doc-5.3,generate,Activity,a purchase order,Activity Data,
doc-5.3,send,Activity,the system,Actor,
doc-5.3,send,Activity,a purchase order,Activity Data,
doc-5.3,send,Activity,wait for,Activity,
doc-5.3,wait for,Activity,the product to be delivered,Activity Data,
doc-5.3,wait for,Activity,the invoice received,Activity Data,
doc-5.3,send,Activity,the system,Actor,
doc-5.3,send,Activity,the user,Actor,
doc-5.3,send,Activity,a notification,Activity Data,
doc-10.8,deregisters,Activity,The MSPO,Actor,
doc-10.8,deregisters,Activity,the GO,Actor,
doc-10.8,deregisters,Activity,verifies,Activity,
doc-10.8,verifies,Activity,The GO,Actor,
doc-10.8,verifies,Activity,the deregistration,Activity Data,
doc-10.8,verifies,Activity,or,XOR Gateway,
doc-10.8,rejects,Activity,The GO,Actor,
doc-10.8,rejects,Activity,the deregistration of the MSPO,Activity Data,
doc-10.8,rejects,Activity,assigns,Activity,
doc-10.8,or,XOR Gateway,rejects,Activity,conditional
doc-10.8,or,XOR Gateway,confirms,Activity,conditional
doc-10.8,confirms,Activity,the GO,Actor,
doc-10.8,confirms,Activity,preliminarily,Further Specification,
doc-10.8,confirms,Activity,the deregistration of the MSPO,Activity Data,
doc-10.8,confirms,Activity,assigns,Activity,
doc-10.8,assigns,Activity,The GO,Actor,
doc-10.8,assigns,Activity,himself,Activity Data,
doc-10.8,assigns,Activity,as MSP,Further Specification,
doc-10.8,assigns,Activity,informs,Activity,
doc-10.8,informs,Activity,The GO,Actor,
doc-10.8,informs,Activity,the MSPO,Actor,
doc-10.8,informs,Activity,about the end of the assignment and the beginning of the assignment of the GO,Activity Data,
doc-10.8,informs,Activity,informs,Activity,
doc-10.8,informs,Activity,The GO,Actor,
doc-10.8,informs,Activity,the MPO,Actor,
doc-10.8,informs,Activity,about the assignment of the GO,Activity Data,
doc-10.8,informs,Activity,informs,Activity,
doc-10.8,informs,Activity,The GO,Actor,
doc-10.8,informs,Activity,the SP,Actor,
doc-10.8,informs,Activity,about the assignment of the GO,Activity Data,
doc-10.10,reports,Activity,The fault detector,Actor,
doc-10.10,reports,Activity,a failure,Activity Data,
doc-10.10,reports,Activity,the MPO,Actor,
doc-10.10,reports,Activity,examine,Activity,
doc-10.10,or,XOR Gateway,reports,Activity,conditional
doc-10.10,or,XOR Gateway,suspicion,Activity,conditional
doc-10.10,suspicion,Activity,MPO,Actor,
doc-10.10,suspicion,Activity,of their own fault,Activity Data,
doc-10.10,suspicion,Activity,examine,Activity,
doc-10.10,examine,Activity,The MPO,Actor,
doc-10.10,examine,Activity,the failure,Activity Data,
